Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,Ramakatane archive 1814,ark:/21198/z14b4smp,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0007_001.tif,,Ramakatane Archive (Lesotho National Museum),"Two women in headwraps and matching outfits standing side by side with their purses on their arms, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_07_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1815,ark:/21198/z10k41wb,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0007_006.tif,,Ramakatane Archive (Lesotho National Museum),"Girl standing with an infant on her shoulder next to another girl seated with an infant on her lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_07_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 1816,ark:/21198/z1vt3jcm,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0007_012.tif,,Ramakatane Archive (Lesotho National Museum),"Man with a pipe in his mouth seated with his hands on his hips and looking up at the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_07_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1817,ark:/21198/z1r51h2x,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0008_002.tif,,Ramakatane Archive (Lesotho National Museum),"Toddler in a cardigan and knee length socks with lace frills smiling and standing next to flower basket, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_08_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 1818,ark:/21198/z1md0r9r,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0008_014.tif,,Ramakatane Archive (Lesotho National Museum),"Toddler in a t-shirt and shorts leaning against stool, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_08_14,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 1819,ark:/21198/z1gn00kd,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0008_014a.tif,,Ramakatane Archive (Lesotho National Museum),"Bearded man suit and cardigan, seated, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_08_14a,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1820,ark:/21198/z1bv97x1,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0009_007.tif,,Ramakatane Archive (Lesotho National Museum),Bespectacled man in suit and tie with a polka dot shirt standing next flower basket placed on a stool photographed in Mr. M.T. Ramakatane's City Centre Studio,June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_09_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1821,ark:/21198/z1738h7g,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0009_012.tif,,Ramakatane Archive (Lesotho National Museum),"Teenage boy in a bucket hat and plaid pants wearing his school uniform jersey with his hand on his waist standing next to younger boy in school uniform including blazer with his hand in his pocket, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_09_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens,,
Work,Ramakatane archive 1822,ark:/21198/z13b7rfv,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0009_015.tif,,Ramakatane Archive (Lesotho National Museum),"Woman standing and holding blanket she is wrapped in, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_09_15,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1823,ark:/21198/z1zk77zj,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0010_018.tif,,Ramakatane Archive (Lesotho National Museum),"Couple standing together with their arms around each other's waist behind flower basket, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_10_18,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1824,ark:/21198/z1tx56nj,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0011_001.tif,,Ramakatane Archive (Lesotho National Museum),"Young man with a beard standing with his hand on the shoulder of young girl with her arms folded seated between him and young woman in a striped shirt and long denim skirt,  photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_11_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 1825,ark:/21198/z1q54fv7,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0011_006.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a blanket cape standing, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_11_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1826,ark:/21198/z1kd3q5c,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0011_011.tif,,Ramakatane Archive (Lesotho National Museum),"Man in plaid blazer standing next to bus with passengers in it, photographed on location",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_11_11,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1827,ark:/21198/z1fn2zg3,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0012_012.tif,,Ramakatane Archive (Lesotho National Museum),"Couple holding hands in front of closed curtains and casually facing the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_12_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1828,ark:/21198/z19w26tn,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0013_010.tif,,Ramakatane Archive (Lesotho National Museum),"Two women in Catholic church attire, kneeling on a straw mat and making prayer hands to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_13_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women|~|Religion,,
Work,Ramakatane archive 1829,ark:/21198/z1641g1r,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0014_002.tif,,Ramakatane Archive (Lesotho National Museum),"Bride in a crown tiara holding her bouquet up to her chest and holding hands with her groom in a plaid suit and satin gloves, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_14_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1830,ark:/21198/z12c0q91,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0014_005.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in plaid shorts and knee length socks standing with a flower basket in his hands, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_14_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1831,ark:/21198/z1xp8x7h,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0014_011.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a print dress with ribbon collar dress seated in the lotus position on a straw mat with a flower basket in front of her, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_14_11,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1832,ark:/21198/z1sx85gq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0014_012.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a headwrap and pendant necklace standing behind an elderly man wrapped in a blanket seated with his molamu next to a man in a sleeveless v-neck sweater with his feet crossed, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_14_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1833,ark:/21198/z1p57dr9,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0015_001.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in a golf hat and striped shirt dressed in a plaid blazer and standing with his legs apart in front of stool, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_15_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1834,ark:/21198/z1jd6p2f,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0015_011.tif,,Ramakatane Archive (Lesotho National Museum),"Woman wrapped in a blanket standing and smiling with her face turned to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_15_11,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1835,ark:/21198/z1dn5xbq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0017_010.tif,,Ramakatane Archive (Lesotho National Museum),"Close up of man in suit and v-neck sweater seated and smiling to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_17_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1836,ark:/21198/z18w55mc,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0017_010a.tif,,Ramakatane Archive (Lesotho National Museum),"Young boy in formal clothes and striped sweater standing next to flower basket and touching one of the flowers, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_17_10a,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Boys,,
Work,Ramakatane archive 1837,ark:/21198/z1544dvh,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0017_013.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a beanie wrapped in a blanket and seated with a flower basket in front of her, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_17_13,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1838,ark:/21198/z11g2cjh,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0018_007.tif,,Ramakatane Archive (Lesotho National Museum),"Two teenage boys seated next to each other on a chair and stool and holding cigarettes in their hands, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_18_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens,,
Work,Ramakatane archive 1839,ark:/21198/z1wq1w27,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0018_008.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a unbuttoned cardigan and long print skirt standing next to flower basket placed on a stool, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_18_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1840,ark:/21198/z1rz14bw,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0018_014.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a turtleneck sweater and jeans seated with his legs spread and his hands on his thighs, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_18_14,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
